,Drug_ID,Drug,Y
247,Pantoprazole.mol,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,1
248,Sibutramine,CC(C)C[C@@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1,1
249,Tolterodine,Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,1
250,Primidone.mol,CCC1(c2ccccc2)C(=O)NCNC1=O,1
251,Almotriptan.mol,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,1
252,Ketoconazole,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1
253,Mesna.mol,O=S(=O)(O)CC[S],1
254,Oseltamivir,CCOC(=O)C1=C[C@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,1
255,Benzbromarone,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,1
256,Quetiapine.mol,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1
257,Ceftizoxime.mol,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@@H]12)c1csc(N)n1,1
258,Cycloserine.mol,N[C@H]1CONC1=O,1
259,Recainam,Cc1cccc(C)c1NC(=O)NCCCNC(C)C,1
260,Benserazide,N[C@H](CO)C(=O)NNCc1ccc(O)c(O)c1O,1
261,Bromhexine,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,1
262,Etodolac.mol,CCc1cccc2c1N[C@@H]1[C@H]2CCOC1(CC(=O)O)CC(=O)O,1
263,Moxisylyte,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,1
264,Pimozide.mol,O=c1[nH]c2ccccc2n1C1CCN(CCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1
265,Sumatriptan.mol,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,1
266,Tolrestat,COc1ccc2c(C(=S)N(C)CC(=O)O)ccc(C(F)(F)F)c2c1,1
267,Chlorthalidone.mol,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,1
268,Sulfasalazine.mol,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,1
269,Furosemide.mol,NS(=O)(=O)c1cc(Cl)cc(NCc2ccco2)c1C(=O)O,1
270,Oxycodone.mol,COc1ccc2c3c1O[C@@H]1C(=O)CC[C@]4(O)[C@H](C2)N(C)CC[C@@]314,1
271,Ramipril.mol,CCOC(=O)[C@@H](CCc1ccccc1)N[C@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,1
272,Cilazapril.mol,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,1
273,Dipyridamole.mol,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,1
274,Oxytetracycline.mol,CN(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@@H]3[C@H](O)[C@@H]12,1
275,Eflornithine.mol,NCCC[C@](N)(C(=O)O)C(F)F,1
276,Valsartan.mol,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,1
277,Cefpodoxime_proxetil.mol,COCC1=C(C(=O)O[C@H](C)OC(=O)OC(C)C)N2C(=O)[C@H](NC(=O)C(=NOC)c3csc(N)n3)[C@@H]2SC1,1
278,Guanoxan,N=C(N)NC[C@@H]1COc2ccccc2O1,1
279,Trandolapril.mol,CCOC(=O)[C@@H](CCc1ccccc1)N[C@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21,1
280,Rimiterol,Oc1ccc([C@H](O)[C@@H]2CCCCN2)cc1O,1
281,Cymarin,C=C[C@@]12CC[C@@H](O[C@H]3C[C@@H](OC)[C@@H](O)[C@H](C)O3)C[C@]1(O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](C3=CC(=O)OC3)CC[C@@]12O,1
282,Metaproterenol.mol,CC(C)NC[C@@H](O)c1cc(O)cc(O)c1,1
283,Sulpiride.mol,CCN1CC[C@H](CNC(=O)c2cc(S(N)(=O)=O)ccc2OC)C1,1
284,Dihydroergotamine.mol,CN1C[C@@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@@H]21,1
285,Fosmidomycin,O=CN(O)CCCP(=O)(O)O,0
286,Netivudine,CC#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,0
287,Cefotaxime,C=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)C(=NOC)c1csc(N)n1,0
288,Chlorhexidine,N=C(NCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,0
289,Diatrizoate,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0
290,Edetic_acid,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0
291,Etidronate.mol,CC(O)(P(=O)(O)O)P(=O)(O)O,0
292,Iohexol,CC(=O)N(C[C@H](O)CO)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,0
293,Iotroxic_acid,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,0
294,Phthalylsulfathiazole,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0
295,Sulbactam,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@@H]2S1(=O)=O,0
296,Clodronate.mol,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,0
297,Nedocromil.mol,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,0
298,Neomycin.mol,NC[C@@H]1O[C@@H](O[C@H]2[C@@H](N)C[C@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@H](OC[C@@H]3O[C@@H](CN)[C@@H](O)[C@@H](O)[C@@H]3N)[C@H]2O)[C@@H](N)[C@H](O)[C@@H]1O,0
299,Acarbose.mol,C[C@@H]1O[C@@H](O[C@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]3[C@@H](O)[C@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1N[C@@H]1C=C(CO)[C@H](O)[C@H](O)[C@H]1O,0
300,Alendronic_acid.mol,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,0
301,Aztreonam.mol,C[C@@H]1[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0
302,Ceftriaxone.mol,CON=C(C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@@H]12)c1csc(N)n1,0
303,Lactulose.mol,OC[C@@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@](O)(CO)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,0
304,Pentamidine.mol,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0
305,Streptozocin.mol,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@@H](CO)[C@@H](O)[C@H]1O,0
306,Tobramycin.mol,NC[C@@H]1O[C@@H](O[C@@H]2[C@@H](N)C[C@H](N)[C@H](O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](N)[C@@H]3O)[C@H]2O)[C@@H](N)C[C@@H]1O,0
307,Vancomycin,CN[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2C[C@@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@@H]1O,0
308,Cefodizime.mol,CON=C(C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@@H]12)c1csc(N)n1,0
309,Gentamicin_C1.mol,CN[C@@H](C)[C@H]1CC[C@H](N)[C@H](O[C@H]2[C@@H](N)C[C@H](N)[C@H](O[C@@H]3OC[C@@](C)(O)[C@@H](NC)[C@@H]3O)[C@H]2O)O1,0
310,Gentamicin_C1a.mol,CC[C@@H]1CC[C@H](N)[C@H](O[C@@H]2[C@@H](N)C[C@H](N)[C@H](O[C@@H]3OC[C@@](C)(O)[C@H](NC)[C@@H]3O)[C@H]2O)O1,0
311,Lucifer_Yellow_CH.mol,NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)O)cc3c(N)c(S(=O)(=O)O)cc(c23)C1=O,0
312,Meropenem.mol,C[C@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CC[C@H](C(=O)N(C)C)N3)[C@@H](C)[C@H]12,0
313,Mezlocillin,CC1(C)S[C@H]2[C@@H](NC(=O)[C@@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@@H]1C(=O)O,0
314,Alcuronium.mol,C=CC[N@+]12CC[C@@]34c5ccccc5N5C=C6[C@H]7C[C@H]8[C@]9(CC[N@@+]8(CC=C)C/C7=C\CO)c7ccccc7N(C=C([C@@H]53)[C@H](C[C@H]41)/C(=C/CO)C2)[C@@H]69,0
315,Atracurium.mol,COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CC[N@@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@+]2(C)CCc3cc(OC)c(OC)cc3[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC,0
316,Bephenium,C[N+](C)(CCOc1ccccc1)Cc1ccccc1,0
317,Bethanechol,C[C@@H](C[N+](C)(C)C)OC(N)=O,0
318,Bretylium.mol,CC[N+](C)(C)Cc1ccccc1Br,0
319,Butylscopolamine,CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@H]12,0
320,Cefpirome,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@@H]12)c1csc(N)n1,0
321,Diphemanil,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,0
322,Edrophonium.mol,CC[N+](C)(C)c1cccc(O)c1,0
323,Gallamine_triethiodide,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,0
324,Glycopyrrolate.mol,C[N+]1(C)CC[C@H](OC(=O)[C@@](O)(c2ccccc2)C2CCCC2)C1,0
325,Mivacurium.mol,COc1cc2c(cc1OC)[C@H](Cc1cc(OC)c(OC)c(OC)c1)[N@+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N@+]1(C)CCc3cc(OC)c(OC)cc3[C@@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,0
326,Neostigmine.mol,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,0
327,Obidoxime,ON=Cc1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1,0
328,Oxitropium.mol,CC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@H]12,0
329,Pancuronium.mol,CC(=O)O[C@@H]1[C@H]([N+]2(C)CCCCC2)C[C@@H]2[C@@H]3CC[C@@H]4C[C@@H](OC(C)=O)[C@@H]([N+]5(C)CCCCC5)C[C@]4(C)[C@@H]3CC[C@@]12C,0
330,Poldine,C[N+]1(C)CCC[C@@H]1COC(=O)C(O)(c1ccccc1)c1ccccc1,0
331,Pralidoxime,C[n+]1ccccc1/C=N/O,0
332,Trospium_chloride.mol,CC[C@@H]1C[C@H](OC(=O)C(O)(c2ccccc2)c2ccccc2)C[C@H](C)[N+]12CCCC2,0
333,Tubocurarine,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3[N+](C)(C)CC2)CC[N+]1(C)C,0
334,Vecuronium.mol,CC(=O)O[C@@H]1[C@H]([N+]2(C)CCCCC2)C[C@@H]2[C@@H]3CC[C@@H]4C[C@@H](OC(C)=O)[C@@H](N5CCCCC5)C[C@]4(C)[C@@H]3CC[C@@]12C,0
335,Chlorambucil.mol,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,1
336,Cinchonine,C=C[C@@H]1CN2CC[C@@H]1C[C@H]2[C@@H](O)c1ccnc2ccccc12,1
337,Doxepin.mol,CN(C)CCC[C@@H]1c2ccccc2COc2ccccc21,1
338,Gestodene.mol,C#C[C@@]1(O)C=C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21CC,1
339,Guanfacine.mol,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,1
340,Aminoglutethimide,CC[C@@]1(c2ccc(N)cc2)CCC(=O)NC1=O,1
341,Indoprofen,C[C@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,1
342,Ketazolam,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3[C@]2(c2ccccc2)O1,1
343,Linezolid.mol,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,1
344,Azelastine.mol,CN1CCC[C@@H](N2N[C@@H](Cc3ccc(Cl)cc3)c3ccccc3C2=O)CC1,1
345,Mebendazole.mol,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,1
346,Nafronyl,CCN(CC)CCOC(=O)[C@H](Cc1ccc2ccccc2c1)C[C@H]1CCCO1,1
347,Betahistine,CNCCc1ccccn1,1
348,Nilutamide,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1
349,Norgestrel.mol,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3C=C[C@@]21CC,1
350,Oxatomide,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,1
351,Phenobarbital.mol,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1
352,Procyclidine.mol,O[C@@](CCN1CCCC1)(c1ccccc1)C1CCCCC1,1
353,Quinagolide,CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@@H]21,1
354,Stavudine.mol,Cc1cn([C@H]2C=C[C@H](CO)O2)c(=O)nc1N,1
355,Tamsulosin.mol,CCOc1ccccc1OCCN[C@@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,1
356,Tetrabenazine.mol,COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@H](CC(C)C)CN1CC2,1
357,Buspirone.mol,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1
358,Desmethyldiazepam.mol,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,1
359,Tolmetin.mol,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,1
360,Desipramine.mol,CNCCCN1c2ccccc2CCc2ccccc21,1
361,Imipramine.mol,CN(C)CCCN1c2ccccc2CCc2ccccc21,1
362,Maprotiline.mol,CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12,1
363,Ximoprofen,C[C@H](C(=O)O)c1ccc([C@@H]2CCCC(=NO)C2)cc1,1
364,Capecitabine,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@@H](C)[C@@H](O)[C@H]2O)cc1F,1
365,Praziquantel.mol,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,1
366,Acitretin.mol,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=CC(=O)O)c(C)c1C,1
367,Cinoxacin,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1
368,Delmopinol,CCCC(CCC)CCC[C@@H]1COCCN1CCO,1
369,Fenfluramine.mol,CCNC[C@H](C)c1cccc(C(F)(F)F)c1,1
370,Gliquidone,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,1
371,Labetalol.mol,C[C@@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,1
372,Naltrexone.mol,O=C1CC[C@]2(O)[C@H]3Cc4ccc(O)c5c4[C@]2(CCN3CC2CC2)[C@@H]1O5,1
373,Oxprenolol.mol,C=CCOc1ccccc1OC[C@@H](O)CNC(C)C,1
374,Phenprocoumon,CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,1
375,Bifemelane.mol,CNCCCCOc1ccccc1Cc1ccccc1,1
376,Tramadol.mol,COc1cccc([C@@]2(O)CCCC[C@H]2CN(C)C)c1,1
377,Saccharin.mol,O=C1NS(=O)(=O)c2ccccc21,1
378,Alprazolam.mol,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1
379,Levosimendan,C[C@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,1
380,Mestranol,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,1
381,Nifedipine.mol,COC(=O)C1=C(C)NC(C)=C(OC(C)=O)[C@H]1c1ccccc1[N+](=O)[O-],1
382,Bicalutamide,C[C@@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,1
383,Pindolol.mol,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,1
384,Rizatriptan.mol,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,1
385,Telmisartan.mol,CCCc1nc2c(n1Cc1ccc(-c3ccccc3C(=O)O)cc1)=C[C@H](c1nc3ccccc3n1C)CC=2C,1
386,Moclobemide.mol,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1
387,Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1
388,Topiramate.mol,CC1(C)O[C@H]2CO[C@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,1
389,Fenoprofen.mol,C[C@H](C(=O)O)c1cccc(Oc2ccccc2)c1,1
390,Propiverine,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,1
391,Sorivudine,O=C1NC(=O)N([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)C[C@H]1C=CBr,1
392,Piroximone.mol,CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1,1
393,Flunisolide.mol,CC1(C)O[C@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@H](O)C[C@@]3(C)[C@@]2(C(=O)CO)O1,1
394,Losartan.mol,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1
395,Pizotyline,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,1
396,Ethambutol.mol,CC[C@@H](CO)NCCN[C@H](CC)CO,1
397,Hydrochlorothiazide.mol,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1
398,Metolazone.mol,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@@H]1C,1
399,Reproterol,Cn1c(=O)c2c(ncn2CCCNC[C@@H](O)c2cc(O)cc(O)c2)n(C)c1=O,1
400,Erythromycin.mol,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@]1(C)O,1
401,Kanamycin.mol,CC(=O)NC[C@@H]1O[C@@H](O[C@H]2[C@@H](N)C[C@H](N)[C@H](O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](N)[C@@H]3O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,0
402,Amikacin.mol,NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@H](O[C@@H]2O[C@@H](CN)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](N)[C@@H]1O,0
403,Moxalactam.mol,CO[C@@]1(NC(=O)[C@@H](C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@H]21,0
